,Timewindow,Sentiment,Volume,TweetIds
2225,7-November-2022 8:30:00-8:59:59,-0.38903333333333334,18,"1589543068814180354,1589542882394116098,1589542599920345096,1589542441555820544,1589540794566049792,1589539508680380416,1589539306229714945,1589538749981016064,1589538155144806400,1589538131845447681,1589537402527567873,1589536912498458624,1589536687570681856,1589536607975403520,1589536435245174785,1589536302092808192,1589535910839951361,1589535638877097987"
2226,7-November-2022 9:00:00-9:29:59,0.10445714285714287,14,"1589549635101929472,1589548246799511552,1589548023381884928,1589547850748162048,1589546201992536064,1589545362871705600,1589544972046733315,1589544804949823488,1589544441945235459,1589544374853337088,1589543922468012035,1589543352319737861,1589543243167174662,1589543203761520640"
2227,7-November-2022 9:30:00-9:59:59,0.19448333333333334,6,"1589558038830407680,1589557322711715840,1589556269811113984,1589556145295097857,1589555609225289729,1589551349246693376"
2228,7-November-2022 10:00:00-10:29:59,0.23766666666666664,15,"1589564850241671168,1589564680498028545,1589563401021390850,1589563332620849152,1589562809200922625,1589561953499873281,1589560678465286144,1589559731680849920,1589559540722319360,1589559515548385280,1589559418894823425,1589559023409430529,1589558866446098433,1589558464589733889,1589558431794561026"
2229,7-November-2022 10:30:00-10:59:59,0.21118333333333336,6,"1589570059026182150,1589568526196563969,1589567469861376000,1589567317201113088,1589566343740784641,1589565962864525312"
2230,7-November-2022 11:00:00-11:29:59,0.07291428571428571,7,"1589578008679321602,1589575111430266880,1589574820097835008,1589574394656980992,1589573896117915649,1589573513060536320,1589573375550267392"
2231,7-November-2022 11:30:00-11:59:59,0.2702142857142857,14,"1589586767443001344,1589586737374072832,1589586072740429824,1589586038456217600,1589585471424036866,1589585290993229824,1589585279022686210,1589584700447678465,1589582633180463106,1589582541232668675,1589581475778891778,1589581439171022849,1589581431524704256,1589580926685773825"
2232,7-November-2022 12:00:00-12:29:59,-0.0817,7,"1589595464588234755,1589593927983988736,1589590320467034112,1589589991897927681,1589589332775432192,1589588610440990721,1589588475141099520"
2233,7-November-2022 12:30:00-12:59:59,-0.16826249999999998,8,"1589601271841193985,1589600557693534210,1589600412033753089,1589599603607105536,1589598961052307457,1589597540965572608,1589596533221105664,1589596205629464576"
2234,7-November-2022 13:00:00-13:29:59,0.060330000000000016,10,"1589610206002286592,1589609038912032769,1589608823786205185,1589608540448362497,1589607989081559041,1589607553667043334,1589607354009415680,1589604153696845825,1589603584978591745,1589603577349242881"
2235,7-November-2022 13:30:00-13:59:59,0.1714222222222222,9,"1589618514914324481,1589618414393622528,1589617903711956994,1589615527248465923,1589614565352177665,1589614515129548800,1589611885875277824,1589611733550874626,1589611365097799680"
2236,7-November-2022 14:00:00-14:29:59,0.05245000000000002,12,"1589624981524459521,1589624369013493760,1589623468752048129,1589622975485333504,1589622449724858369,1589620815586529282,1589620108946702336,1589619469068140546,1589619322745397252,1589618896516124672,1589618738994765830,1589618675895656449"
2237,7-November-2022 14:30:00-14:59:59,0.19103846153846155,13,"1589633584788541441,1589633539766624256,1589631259344797698,1589630701040988164,1589630608501837824,1589630221338415105,1589629885068488706,1589629446612750336,1589628908621553664,1589627944200458240,1589627040722194433,1589626970794766336,1589626266373980161"
2238,7-November-2022 15:00:00-15:29:59,0.12171111111111113,18,"1589640379066089472,1589640092892774400,1589638807493935104,1589638549376491520,1589638344455368706,1589638065584328704,1589637791042121729,1589637607293882368,1589637351864938498,1589636726661996545,1589636245306892290,1589636026569744386,1589635870487089152,1589635828711837696,1589634502124482562,1589633897662480384,1589633897050300417,1589633775415296000"
2239,7-November-2022 15:30:00-15:59:59,0.35578333333333334,12,"1589648547871588354,1589647917908123648,1589647881824354304,1589647245200490496,1589645719769595913,1589645658490753024,1589644987091718144,1589643201924988929,1589642587593265152,1589641606994751489,1589641584840261632,1589641346566045698"
2240,7-November-2022 16:00:00-16:29:59,0.17504,15,"1589655939380285441,1589655904735354882,1589655509283414016,1589654713976639488,1589653995634642944,1589652431075418112,1589651482869366785,1589649979081396224,1589649401114394624,1589649265093382146,1589649057336762368,1589648931729858560,1589648884548116480,1589648878118342667,1589648875379478529"
2241,7-November-2022 16:30:00-16:59:59,0.20724166666666666,12,"1589661007684964353,1589660291469815808,1589659248778444800,1589659049477672960,1589658826185535488,1589658236189573121,1589657950829920257,1589657393960726528,1589657247080386560,1589657246883254275,1589657223361220609,1589656805831057408"
2242,7-November-2022 17:00:00-17:29:59,0.19161538461538463,13,"1589670766551134211,1589670484907786240,1589670198432657409,1589669600186499072,1589668913423343616,1589668266556940288,1589666706041212930,1589665861463584768,1589664946182307847,1589664511354863618,1589664090540105735,1589663976404787200,1589663973137326080"
2243,7-November-2022 17:30:00-17:59:59,0.21890833333333334,12,"1589678507038494720,1589678182030270466,1589677088688476161,1589675518408167424,1589675170679386114,1589674579613843456,1589674332384817153,1589674303200825345,1589673771170156546,1589672851853824001,1589672791753859073,1589671654547931136"
2244,7-November-2022 18:00:00-18:29:59,0.18465333333333336,15,"1589686247928528896,1589685735724306432,1589685485949288448,1589685410351177728,1589684836926902273,1589683770197970945,1589682141251907584,1589680668031995905,1589680558086717442,1589680361386037248,1589679913854201857,1589679326747836418,1589679124703956992,1589679079288180737,1589679073411956741"
2245,7-November-2022 18:30:00-18:59:59,-0.007049999999999993,14,"1589693827073597440,1589693256417570816,1589692749158428673,1589692706955366400,1589692561576570881,1589691556071886848,1589691417160740865,1589691276982906880,1589691011311472641,1589690605374164992,1589690247524544512,1589688847247773697,1589688141144764416,1589686733859430404"
2246,7-November-2022 19:00:00-19:29:59,-0.02424545454545454,11,"1589701088147435520,1589700247974219776,1589700233046683648,1589698413595361280,1589698033750773760,1589696170246672384,1589696086939422720,1589695614073581568,1589694307170131968,1589694267546632196,1589694172226895872"
2247,7-November-2022 19:30:00-19:59:59,0.12150833333333334,12,"1589708241067728897,1589707507752005632,1589706943706324996,1589706370034839553,1589706151431909376,1589706112147898368,1589703304824512512,1589703186981552128,1589702791106531329,1589702652274741248,1589701795420348416,1589701721080881153"
2248,7-November-2022 20:00:00-20:29:59,0.17385,10,"1589713625975259140,1589712573103886337,1589711115923386369,1589710795382075392,1589710547821375489,1589710302886924288,1589710071029796865,1589709489540059137,1589709427686477824,1589709273059262464"
2249,7-November-2022 20:30:00-20:59:59,0.14161818181818184,11,"1589722872653676551,1589721776132870145,1589721698227871746,1589721198002196480,1589720275616411648,1589720205575716864,1589719956215959552,1589719819045474304,1589719437774819329,1589719348461023234,1589718087044980736"
2250,7-November-2022 21:00:00-21:29:59,0.43720000000000003,3,"1589728545664020480,1589727240282963968,1589724460424130560"
2251,7-November-2022 21:30:00-21:59:59,-0.008881818181818163,11,"1589738854323752960,1589737593310101504,1589736800243060736,1589736700527271936,1589736654809759744,1589736307118542849,1589735925428682752,1589734979843817472,1589733995603890176,1589733433856622592,1589732564301856768"
2252,7-November-2022 22:00:00-22:29:59,-0.2067,6,"1589746020186935296,1589745011364462592,1589742889789452288,1589742739692081154,1589740303363510272,1589739620543111169"
2253,7-November-2022 22:30:00-22:59:59,-0.2085125,8,"1589753066697691136,1589752319079497729,1589751401931997185,1589749178116497408,1589748567555588097,1589748390749147138,1589748315683708928,1589747151298510850"
2254,7-November-2022 23:00:00-23:29:59,0.17623333333333335,9,"1589761266125778945,1589760921714724864,1589758362991960064,1589758194473369600,1589756159795548162,1589756073791344641,1589755296704266240,1589754702027259905,1589754654253907968"
2255,7-November-2022 23:30:00-23:59:59,0.3077333333333333,9,"1589768563283398656,1589767016592060417,1589766752464166913,1589766221012283392,1589765631464701952,1589765600162697216,1589765312110792706,1589763971216613376,1589762133322891264"
2256,8-November-2022 0:00:00-0:29:59,-0.08151428571428572,7,"1589774552191897602,1589774083855593472,1589772645767200768,1589772339620859906,1589770796557561856,1589770635655655424,1589769991666028544"
2257,8-November-2022 0:30:00-0:59:59,0.027533333333333337,3,"1589781971957604352,1589780173909467141,1589777725245763585"
2258,8-November-2022 1:00:00-1:29:59,0.2765363636363636,11,"1589790841991794689,1589790386624552960,1589789949078953984,1589787686277361664,1589786426438471680,1589786107633405954,1589785900497932289,1589785530631221253,1589785178033225728,1589784905181024259,1589784770652807168"
2259,8-November-2022 1:30:00-1:59:59,0.056420000000000026,5,"1589798116488011776,1589796706589331457,1589796662339579904,1589794085610885120,1589793016981635073"
2260,8-November-2022 2:00:00-2:29:59,0.181075,4,"1589804232584364032,1589804128309596161,1589800901442928641,1589799869824307201"
2261,8-November-2022 2:30:00-2:59:59,-0.10153333333333331,9,"1589814751458099202,1589814653429092352,1589813987453050881,1589812621603405824,1589812272549212160,1589811804905295872,1589810451361460227,1589808935544193024,1589808426955472897"
2262,8-November-2022 3:00:00-3:29:59,0.0688,7,"1589821210799771648,1589817990714900480,1589817742198444032,1589816546054270976,1589816401828749317,1589815101569503232,1589814969142579201"
2263,8-November-2022 3:30:00-3:59:59,0.2873636363636364,11,"1589829598744821760,1589829390011011073,1589829157412032512,1589828766527852545,1589827306729902081,1589826905565696000,1589826845058424832,1589825118846750720,1589824362135564292,1589823587825119234,1589823156696530945"
2264,8-November-2022 4:00:00-4:29:59,0.04700000000000001,9,"1589836364882722816,1589835861948256256,1589833730490863619,1589832758528212992,1589832751926378496,1589831555190591492,1589830632523591681,1589830199276888065,1589830068649467905"
2265,8-November-2022 4:30:00-4:59:59,0.14743333333333333,3,"1589842002975240192,1589839168838197254,1589837617893445633"
2266,8-November-2022 5:00:00-5:29:59,0.18596,5,"1589852659598917632,1589851718480670721,1589849217472016386,1589848975410331648,1589845176570224640"
2267,8-November-2022 5:30:00-5:59:59,0.010475000000000012,4,"1589856086399799296,1589855924524847105,1589855265461239810,1589852962398306305"
2268,8-November-2022 6:00:00-6:29:59,0.2726125,8,"1589865358651191296,1589862970519076866,1589862555971125248,1589862473104072706,1589862468595191808,1589862410353246208,1589860627505623047,1589860267671920645"
2269,8-November-2022 6:30:00-6:59:59,0.19208333333333336,6,"1589875301164933121,1589874296448749568,1589874145109495808,1589874018420936705,1589872190966857728,1589870461097496576"
2270,8-November-2022 7:00:00-7:29:59,-0.049466666666666666,6,"1589881896468893701,1589880403569025024,1589876727114653697,1589876164339851264,1589875500150833152,1589875378172174337"
2271,8-November-2022 7:30:00-7:59:59,-0.21230000000000002,3,"1589887337735012352,1589886164131274752,1589885524021743616"
2272,8-November-2022 8:00:00-8:29:59,0.10193333333333333,3,"1589895001470898176,1589893018739695617,1589892721044762624"
2273,8-November-2022 8:30:00-8:59:59,0.1675625,8,"1589902410851434497,1589900047012986883,1589899716065910785,1589899464885796864,1589899335361515520,1589899286032314368,1589899267375652864,1589898459955744769"
2274,8-November-2022 9:00:00-9:29:59,-0.024362499999999995,8,"1589912699064160257,1589912622593609729,1589908349440917504,1589908338636201984,1589908337289748480,1589908217282572288,1589906897154748419,1589905818823950336"
2275,8-November-2022 9:30:00-9:59:59,0.2496,5,"1589919482281009152,1589917509817438209,1589915712071426048,1589914518624555008,1589913115185106944"
2276,8-November-2022 10:00:00-10:29:59,0.2585,7,"1589926162569957376,1589925373130989570,1589924444415434752,1589921706868867073,1589921167774720002,1589920863310303234,1589920665854959619"
2277,8-November-2022 10:30:00-10:59:59,0.2235,3,"1589935268978921473,1589932615150325760,1589929754542886916"
2278,8-November-2022 11:00:00-11:29:59,0.09235714285714287,7,"1589941234801729536,1589940297794220032,1589938285647843330,1589937264020574208,1589936233241010177,1589936022498205697,1589935947931869189"
2279,8-November-2022 11:30:00-11:59:59,0.24779999999999996,5,"1589950772800000001,1589947714904678400,1589947046072815617,1589946782209146885,1589944924296073216"
2280,8-November-2022 12:00:00-12:29:59,0.22015,4,"1589956160496750592,1589953101653762049,1589951255727968256,1589950893566590977"
2281,8-November-2022 12:30:00-12:59:59,-0.10786249999999997,8,"1589964960440123394,1589964128432447488,1589962907453820928,1589962715346477061,1589962477093425153,1589961035322363907,1589959928353280000,1589958690333143042"
2282,8-November-2022 13:00:00-13:29:59,0.019087500000000007,8,"1589972215277457408,1589971750661636096,1589970144914460672,1589969364631310336,1589969240219844610,1589968619970125827,1589966094617710592,1589965962719023106"
2283,8-November-2022 13:30:00-13:59:59,0.06988461538461539,13,"1589980315313131521,1589980312670724097,1589979927063199744,1589979717733597186,1589978890369654784,1589978247500279809,1589977886441750529,1589976535288582144,1589975664744370177,1589975528542535680,1589974989511749632,1589973621954342913,1589973535564632068"
2284,8-November-2022 14:00:00-14:29:59,0.19195555555555555,9,"1589986644413014016,1589985931255504897,1589985727000940544,1589984874005692416,1589984837003141120,1589983992425902081,1589982923645915145,1589982327299506177,1589981901498224641"
2285,8-November-2022 14:30:00-14:59:59,0.057545,20,"1589994880826486785,1589994631290572800,1589994406152658946,1589994228666732544,1589992994777989121,1589992850791403520,1589992728938831874,1589992397794148352,1589991901717213185,1589991788190003200,1589990278974558208,1589990276076273665,1589990273840709632,1589990269360840704,1589990258514755584,1589990255528407044,1589990253263491074,1589990248863633408,1589990237731971073,1589990228940722177"
2286,8-November-2022 15:00:00-15:29:59,0.3418,10,"1590003359645585409,1590003086445408257,1589998796531855360,1589998789682925569,1589998781654867970,1589997734928744450,1589997270480871426,1589996908159836162,1589996802333605888,1589996307162218496"
2287,8-November-2022 15:30:00-15:59:59,0.20974444444444443,9,"1590010790098046976,1590009801530306560,1590009147311165442,1590008103851925506,1590007091959250944,1590006848899325952,1590005955554856960,1590005316993056768,1590004887861231616"
2288,8-November-2022 16:00:00-16:29:59,0.13955714285714285,7,"1590018796726947841,1590015184923668481,1590014051446202368,1590012978107396097,1590012954808049665,1590011799717322753,1590011416899190784"
2289,8-November-2022 16:30:00-16:59:59,-0.0023333333333333353,6,"1590025398028419072,1590023204483043328,1590022790853582848,1590020854695460866,1590020208671981571,1590018953945882625"
2290,8-November-2022 17:00:00-17:29:59,0.3739625,8,"1590033039903830016,1590032909641330688,1590032673921437698,1590032312431173632,1590031659701002241,1590030832701698048,1590030164389658624,1590029246973579265"
2291,8-November-2022 17:30:00-17:59:59,0.3230727272727273,11,"1590041242976780290,1590039550109237249,1590038305147691009,1590036421951500288,1590035320707649537,1590035318081605632,1590035314365829125,1590035180198465537,1590034686067511296,1590033939300847618,1590033912176197633"
2292,8-November-2022 18:00:00-18:29:59,0.13057142857142856,14,"1590048519708364800,1590048300153327617,1590047202402967552,1590047108400582656,1590046817831751680,1590046761632014337,1590045241440374784,1590044357092331520,1590044085699899392,1590043021579616262,1590042994102747136,1590042887517253633,1590042169619800065,1590041466453327873"
2293,8-November-2022 18:30:00-18:59:59,-0.1552357142857143,14,"1590055178828656640,1590054801270005760,1590053958898237441,1590053400510861313,1590052598408949760,1590052488098770945,1590051258756657152,1590051162882945024,1590050736125390848,1590050525839433728,1590050036670664704,1590049919405940736,1590049444610703360,1590049370262884354"
2294,8-November-2022 19:00:00-19:29:59,0.25267500000000004,12,"1590063954373783552,1590063778221412352,1590063754611499015,1590063703554068480,1590063656636944385,1590062171454509056,1590062033021575172,1590061990554521600,1590061727143821312,1590060584728682496,1590060534837039104,1590060288724041728"
2295,8-November-2022 19:30:00-19:59:59,0.06829333333333333,15,"1590070990905966592,1590070733278961667,1590069563584294912,1590068138225569794,1590067950991835137,1590067823275282432,1590067663593930752,1590067365546692608,1590067336966713344,1590066472625516544,1590065141428658186,1590064904999936001,1590064556289597441,1590064391629656064,1590064386613383169"
2296,8-November-2022 20:00:00-20:29:59,0.237425,12,"1590078802310287360,1590078526216372224,1590077202665680896,1590075997235605504,1590075334665244672,1590074912064294912,1590074686909878273,1590073482674458624,1590073283776765952,1590073066544955392,1590073027353808896,1590072325835489280"
2297,8-November-2022 20:30:00-20:59:59,-0.00614545454545454,11,"1590085694529339393,1590085470922604544,1590085131741577216,1590084386560827393,1590084075200860160,1590083919533477888,1590083372315021312,1590082144889888769,1590080692083478529,1590079919970721792,1590079600432148480"
2298,8-November-2022 21:00:00-21:29:59,-0.04994117647058822,17,"1590093318410895361,1590093314413711360,1590092664187375623,1590092489729376257,1590092182559420416,1590092159042355200,1590092052808708096,1590091051955617794,1590090645649035264,1590090277339136001,1590090276474757120,1590089439157567489,1590088433107873792,1590088098892898305,1590087995536904192,1590087298636713985,1590087144646725633"
2299,8-November-2022 21:30:00-21:59:59,0.05928,5,"1590098896247660544,1590096913902489603,1590096771803643904,1590095822011912192,1590094851088871426"
2300,8-November-2022 22:00:00-22:29:59,0.32113333333333327,9,"1590108981594578944,1590108497756442624,1590108427086618624,1590104525909950464,1590103822093156352,1590103748176941056,1590103329144983553,1590102068034822145,1590101996937383939"
2301,8-November-2022 22:30:00-22:59:59,0.27046666666666674,6,"1590115262447374336,1590114387586846721,1590113315241578499,1590112097500860416,1590110797367480320,1590109417176899584"
2302,8-November-2022 23:00:00-23:29:59,0.2918142857142857,7,"1590123007917592577,1590122539036348418,1590119161581441026,1590118508477632512,1590118079497113601,1590117681398792197,1590117557758873600"
2303,8-November-2022 23:30:00-23:59:59,0.1065,6,"1590130867531173888,1590128736628011008,1590127296106868737,1590127260920872960,1590126325628637184,1590124507829833728"
2304,9-November-2022 0:00:00-0:29:59,0.45182,10,"1590138414569259009,1590136298102468609,1590136286257504256,1590135432897253376,1590135038079037440,1590134769127497730,1590134262183129089,1590133763404484608,1590133355219132417,1590132400725852160"
2305,9-November-2022 0:30:00-0:59:59,0.0593,3,"1590143305228099585,1590143107290783747,1590142716683628544"
2306,9-November-2022 1:00:00-1:29:59,0.36495,4,"1590153590232199168,1590152565060403200,1590150300576669696,1590148505028333569"
2307,9-November-2022 1:30:00-1:59:59,0.067375,8,"1590161194555699202,1590160434417762306,1590159053539328000,1590159010589593600,1590157434571862016,1590157105977511937,1590157017565757442,1590155697400221700"
2308,9-November-2022 2:00:00-2:29:59,0.06841428571428572,7,"1590169446668468225,1590168311266181121,1590167438783819776,1590166186154950656,1590164920741822464,1590162849674199040,1590162662859890688"
2309,9-November-2022 2:30:00-2:59:59,-0.4578,4,"1590174196633853952,1590172580681748482,1590171862533033984,1590171321308090368"
2310,9-November-2022 3:00:00-3:29:59,0.21538571428571432,7,"1590182922748715009,1590181604017651713,1590180367708827648,1590179086898544640,1590178604134141953,1590178569728454656,1590178458814255104"
2311,9-November-2022 3:30:00-3:59:59,-0.04066666666666665,6,"1590192039601508353,1590191488201560065,1590191268902367232,1590189584041709568,1590189064371974144,1590184905719263232"
2312,9-November-2022 4:00:00-4:29:59,0.35215,4,"1590196503385341952,1590193871598026753,1590193310739464192,1590192587914514432"
2313,9-November-2022 4:30:00-4:59:59,0.610175,4,"1590206181876051970,1590203984895217664,1590202735236091905,1590201468639797248"
2314,9-November-2022 5:00:00-5:29:59,-0.1600666666666667,3,"1590210335914754049,1590207743230881792,1590207559079809026"
2315,9-November-2022 5:30:00-5:59:59,-0.024633333333333323,9,"1590220254667739136,1590219560657248256,1590218902306402305,1590218073348648961,1590217633084846080,1590216960318447620,1590216376471277568,1590215168696676353,1590215104053788672"
2316,9-November-2022 6:00:00-6:29:59,0.20615,4,"1590228984809533440,1590226320818024448,1590223597037289472,1590222742548369408"
2317,9-November-2022 6:30:00-6:59:59,0.0,3,"1590237410855907328,1590235551147655168,1590234165693534208"
2318,9-November-2022 7:00:00-7:29:59,-0.1614,2,"1590244897080373249,1590237832492109824"
2319,9-November-2022 7:30:00-7:59:59,0.37610000000000005,2,"1590247950802112512,1590247119830454272"
2320,9-November-2022 8:00:00-8:29:59,0.6877500000000001,4,"1590258922166054912,1590255644829188096,1590252981953257479,1590252859228323841"
2321,9-November-2022 8:30:00-8:59:59,0.27083749999999995,8,"1590267229995937793,1590266747630006273,1590265373345329154,1590264097127673857,1590263880617529344,1590263729245270018,1590263187391320064,1590261955486715904"
2322,9-November-2022 9:00:00-9:29:59,0.10439999999999999,6,"1590273004097142786,1590269312753078273,1590268642494935040,1590268258070192128,1590268234670149632,1590268207239143425"
2323,9-November-2022 9:30:00-9:59:59,0.025829999999999985,10,"1590282261949468672,1590281727506644992,1590281714214924288,1590281369355440128,1590280349082329089,1590280008257654784,1590279145166340096,1590278774779936768,1590277993578258432,1590277691789320197"
2324,9-November-2022 10:00:00-10:29:59,-0.1320083333333333,12,"1590290071835398144,1590289906059943936,1590289744159772677,1590288603590033408,1590288453962723328,1590288386069508096,1590287648043962368,1590287560303165441,1590285211014959105,1590284604585410561,1590284498444333056,1590284065219174400"
2325,9-November-2022 10:30:00-10:59:59,0.0964769230769231,13,"1590296739432792064,1590296083196149762,1590295568957702144,1590295032715681794,1590294473028022272,1590292154202882048,1590291622897815552,1590291502835519489,1590291267002699776,1590291054557036546,1590290843876749312,1590290651400540162,1590290649198497792"
2326,9-November-2022 11:00:00-11:29:59,0.03159166666666668,12,"1590305418114650112,1590305220617465858,1590304795545554944,1590304601714081793,1590304382641672192,1590303186195480577,1590303037767163905,1590302235375828995,1590302124017065984,1590299765883166720,1590299656910577664,1590299221080801282"
2327,9-November-2022 11:30:00-11:59:59,-0.2189909090909091,11,"1590312598050074627,1590312510393286656,1590312384127959040,1590312250707005440,1590311059306729473,1590309727363178499,1590309531133022209,1590308392899608577,1590307560263127040,1590307388514787328,1590305714953629696"
2328,9-November-2022 12:00:00-12:29:59,-0.07121,10,"1590318697658605568,1590318250264776705,1590318148326412289,1590317050278383618,1590316867285319680,1590316325217644544,1590314816144834562,1590314750000652288,1590313803165872128,1590313716759040000"
2329,9-November-2022 12:30:00-12:59:59,0.06248571428571429,7,"1590325359681343490,1590324739381526528,1590324380495917057,1590322312955379713,1590321734917697537,1590321461478277120,1590321116358537216"
2330,9-November-2022 13:00:00-13:29:59,0.35316000000000003,5,"1590335724049817600,1590335345434185728,1590333846817746944,1590332125328429056,1590328362580443136"
2331,9-November-2022 13:30:00-13:59:59,0.2023,1,1590339245218344962
2332,9-November-2022 14:00:00-14:29:59,0.30368999999999996,10,"1590349175325089792,1590348522188345350,1590347757948403714,1590347225862995970,1590347212986339328,1590346514647642112,1590345336018853894,1590344885147963393,1590344786787340291,1590344587843076096"
2333,9-November-2022 14:30:00-14:59:59,0.48762,5,"1590356368938397699,1590354225451925504,1590353687062675456,1590353224636436482,1590353097288974336"
2334,9-November-2022 15:00:00-15:29:59,-0.04683333333333334,6,"1590365899420471298,1590365047791833088,1590361622694219776,1590360981603258368,1590360221830221825,1590360069576835072"
2335,9-November-2022 15:30:00-15:59:59,0.13719166666666668,12,"1590373607074852864,1590372211273392138,1590372205690769408,1590371438221209600,1590371384118882304,1590371310919901184,1590370772677459968,1590369642874380290,1590367961029947393,1590367237202141185,1590366759143768067,1590366737064923138"
2336,9-November-2022 16:00:00-16:29:59,0.1433625,8,"1590380320372985856,1590380299728609284,1590379719504973824,1590379700194447360,1590377972883947521,1590375992732037120,1590374177462276099,1590374168268541954"
2337,9-November-2022 16:30:00-16:59:59,0.04978000000000002,10,"1590388515287990272,1590387091984486405,1590385110528192512,1590384390978170880,1590383764156600321,1590381715071303681,1590381338456104961,1590381239206563842,1590381232109518848,1590381213214285825"
2338,9-November-2022 17:00:00-17:29:59,-0.17284285714285716,7,"1590395542990983169,1590395329433985024,1590395297225547776,1590394638523060224,1590393758574870528,1590391504304246787,1590388887343751170"
2339,9-November-2022 17:30:00-17:59:59,0.22648888888888885,9,"1590403773847207936,1590402915398602752,1590401489151102976,1590399829561470977,1590399156279209990,1590398148568313857,1590397201213423616,1590396743631663105,1590396302004731908"
2340,9-November-2022 18:00:00-18:29:59,0.2137181818181818,11,"1590411326538383360,1590410812128391169,1590410468450967552,1590409421003583488,1590407483524513792,1590406586685689857,1590406544126283776,1590406045020872704,1590406033687863297,1590403979409768494,1590403880948752384"
2341,9-November-2022 18:30:00-18:59:59,0.29534444444444446,9,"1590418125329424384,1590415797406429184,1590413775055691776,1590413300965453825,1590412909431214080,1590412537606311937,1590412534187986944,1590412280440692737,1590411398298963969"
2342,9-November-2022 19:00:00-19:29:59,0.348875,8,"1590426208386560000,1590424338486169601,1590422381264506880,1590420934040915968,1590420772774096897,1590420608600637440,1590420603085160453,1590420554112462849"
2343,9-November-2022 19:30:00-19:59:59,-0.03440000000000001,4,"1590433050093142016,1590432426542903296,1590429979732766721,1590428337507553280"
2344,9-November-2022 20:00:00-20:29:59,0.38452857142857144,7,"1590439362525003776,1590438178418487296,1590438120587231232,1590436958467416066,1590436779772944385,1590435851271434240,1590434148262477824"
2345,9-November-2022 20:30:00-20:59:59,0.27517142857142857,14,"1590448538848313344,1590448416555171841,1590448190146244608,1590447091134107648,1590446825710194688,1590446137307451392,1590444540816609280,1590444374928035840,1590444198444126210,1590443904112926723,1590442535994167296,1590442469606686721,1590442317466701824,1590442153670758400"
2346,9-November-2022 21:00:00-21:29:59,0.3136541666666667,24,"1590456487020793869,1590456418087636992,1590455823725375488,1590455574939910144,1590455389115801600,1590455210815918080,1590454989444755457,1590454755536486401,1590454526481690624,1590454025795022848,1590453411111088128,1590453315149922304,1590453167854333955,1590452881010077696,1590452294461849600,1590451544176349184,1590451150029197313,1590451087420571652,1590450673963106304,1590450619990437888,1590450109900521472,1590449885957869568,1590449707062624256,1590449287351373825"
2347,9-November-2022 21:30:00-21:59:59,-0.015422222222222238,9,"1590464002123264000,1590463639689236480,1590462955023634432,1590462255837040640,1590460363296092160,1590459291819200512,1590458468741574656,1590458212234711042,1590457188547534848"
2348,9-November-2022 22:00:00-22:29:59,-0.06444285714285715,7,"1590470237744697344,1590470219570765825,1590468205201465345,1590468104353886209,1590466575798525952,1590465004444463104,1590464428516208640"
2349,9-November-2022 22:30:00-22:59:59,-0.04066,10,"1590479273215012866,1590478268062265345,1590476955379449857,1590476826971090944,1590476548917923841,1590476408043622401,1590475934578069505,1590474876191735810,1590474164099764225,1590471823401140224"
2350,9-November-2022 23:00:00-23:29:59,0.004463636363636347,11,"1590485812214435840,1590485734284460034,1590485219605446656,1590485010880299013,1590484946044362753,1590484945704624128,1590484226985676800,1590480865401966594,1590480704676466688,1590480031884759043,1590479380530487298"
2351,9-November-2022 23:30:00-23:59:59,0.04122222222222223,9,"1590494398780870657,1590491825114169347,1590491242525179904,1590490989319573506,1590489958241943553,1590489592133996544,1590487662019940352,1590487412773306368,1590487262684667904"
2352,10-November-2022 0:00:00-0:29:59,0.00934615384615385,13,"1590501305121853440,1590500270257377280,1590500255312781312,1590499137178726401,1590498298422501378,1590497913167298561,1590497875301085185,1590497351839674371,1590496754239160321,1590495991077244929,1590495812613718016,1590495739414601728,1590495658427154432"
2353,10-November-2022 0:30:00-0:59:59,0.31729999999999997,7,"1590507272966639616,1590506777573224448,1590506338311864320,1590506088570683392,1590505979724337153,1590502984357642240,1590502528198012929"
2354,10-November-2022 1:00:00-1:29:59,0.007542857142857137,7,"1590516256045948928,1590514081945059328,1590513549646127106,1590513314500849664,1590510949630238721,1590510913517502471,1590509679385448449"
2355,10-November-2022 1:30:00-1:59:59,0.06024444444444445,9,"1590524524222627840,1590523627287494658,1590521443338551297,1590519447525228544,1590518734321586177,1590518447376502784,1590517625611698176,1590517477384994816,1590517442568421376"
2356,10-November-2022 2:00:00-2:29:59,-0.02016,5,"1590528966989086722,1590528731793174528,1590525828580151296,1590525657020510209,1590524750321025025"
2357,10-November-2022 2:30:00-2:59:59,0.19016000000000002,5,"1590538877902938112,1590536538345070592,1590533706048888833,1590532386642853889,1590532217683513345"
2358,10-November-2022 3:00:00-3:29:59,-0.04395000000000002,10,"1590547226220441600,1590547115151085570,1590546428006649856,1590545370110885888,1590545169207947265,1590543906961489922,1590542650716717056,1590541385332969472,1590541255716397057,1590540067226820608"
2359,10-November-2022 3:30:00-3:59:59,0.13808181818181817,11,"1590553971285893120,1590552711078215680,1590551640855060480,1590551573658472451,1590551458273202176,1590551076951949312,1590550644535877633,1590550192318971906,1590548935516438528,1590547730195107841,1590547683554783233"
